Codepoint,Hanzi,pinyin,Traditional Variant,Simplified Variant,Definition
U+7D2B,紫,zǐ,,,"purple, violet; amethyst; surname"
U+7D2E,紮,zā,,,"tie, fasten, bind"
U+7D2F,累,lèi,"累,纍",累,"tired; implicate, involve; bother"
U+7D30,細,xì,,细,"fine, tiny; slender, thin"
U+7D33,紳,shēn,,绅,"girdle; tie, bind; gentry"
U+7D39,紹,shào,,绍,"continue, carry on; hand down; to join"
U+7D42,終,zhōng,,终,"end; finally, in the end"
U+7D44,組,zǔ,,组,"class; section, department"
U+7D46,絆,bàn,,绊,"loop, catch; fetter, shackle"
U+7D50,結,jié,,结,"knot, tie; join, connect"
U+7D55,絕,jué,,绝,"cut, sever, break off, terminate"
U+7D61,絡,luò,,络,"enmesh, wrap around; web, net"
U+7D62,絢,xuàn,,绚,"variegated, adorned; brilliant"
U+7D66,給,gěi,,给,"give; by, for"
U+7D68,絨,róng,,绒,"silk, cotton, or woolen fabric"
U+7D6E,絮,xù,,,"waste cotton, raw silk or cotton"
U+7D71,統,tǒng,,统,"govern, command, control; unite"
U+7D72,絲,sī,,丝,silk; fine thread; wire; strings
U+7D79,絹,juàn,,绢,kind of thick stiff silk
U+7D81,綁,bǎng,,绑,"bind, tie, fasten"
U+7D89,綉,tòu,,绣,embroider; embroidery; ornament
U+7D8F,綏,suī,,绥,"soothe, appease, pacify; carriage harness"
U+7D91,綑,kǔn,,,"coil, roll, bundle, tie up"
U+7D93,經,jīng,,经,classic works; pass through
U+7D9C,綜,zōng,,综,arrange threads for weaving
U+7DA0,綠,lǜ,,绿,green; chlorine
U+7DA2,綢,chóu,,绸,"silk cloth, satin damask"
U+7DA6,綦,qí,,,dark grey. variegated. superlative
U+7DAC,綬,shòu,,绶,silk ribbon attached as a seal
U+7DAD,維,wéi,,维,"maintain, preserve, safeguard"
U+7DB1,綱,gāng,,纲,"heavy rope, hawser; main points"
U+7DB2,網,wǎng,,网,"net, web; network"
U+7DB4,綴,zhuì,,缀,"patch together, link, connect"
U+7DB8,綸,lún,,纶,green silk thread or tassel
U+7DBA,綺,qǐ,,绮,"fine thin silk; elegant, beautiful"
U+7DBB,綻,zhàn,,绽,"ripped seam, rend, crack"
U+7DBD,綽,chuò,,绰,"graceful, delicate; spacious"
U+7DBE,綾,líng,,绫,"thin silk, damask silk"
U+7DBF,綿,mián,,绵,"cotton wad; wool; soft, downy"
U+7DCA,緊,jǐn,,紧,"tense, tight, taut; firm, secure"
U+7DCB,緋,fēi,,绯,"scarlet, dark red, crimson; purple"
U+7DD2,緒,xù,,绪,end of thread; thread
U+7DD9,緙,kè,,缂,the woof of a woven item
U+7DDA,線,xiàn,,"线,缐","thread, line, wire; clue"
U+7DDD,緝,jī,,缉,to sew in close stitches
U+7DDE,緞,duàn,,缎,satin
U+7DE0,締,dì,,缔,"tie, join, connect; connection"
U+7DE3,緣,yuán,,缘,"hem, margin; reason, cause; karma, fate"
U+7DE8,編,biān,,编,"knit, weave; arrange; compile"
U+7DE9,緩,huǎn,,缓,"slow, leisurely; to postpone, delay"
U+7DEC,緬,miǎn,,缅,"distant, remote; think of"
U+7DEF,緯,wěi,,纬,woof; parallels of latitude
U+7DF2,緲,miǎo,,缈,"indistinct, dim; minute; distant"
U+7DF4,練,liàn,,练,"practice, drill, exercise, train"
U+7DFB,緻,zhì,,"致,𰬫","delicate, fine; dense"
U+7E08,縈,yíng,,萦,"entangle, entwine, coil"
U+7E23,縣,xiàn,,县,"county, district, subdivision"
U+7E2B,縫,fèng,,缝,"sew, mend"
U+7E2E,縮,suō,,缩,"contract, draw in, reduce"
U+7E31,縱,zòng,,纵,"indulge in, give free reign to"
U+7E37,縷,lǚ,,缕,"thread; detailed, precise"
U+7E39,縹,piǎo,,缥,light blue silk; dim; misty
U+7E3D,總,zǒng,,总,"collect; overall, altogether"
U+7E3E,績,jī,,绩,spin; achievements
U+7E41,繁,fán,,,"complicated, complex, difficult"
U+7E43,繃,běng bēng,,绷,"bind, draw firmly, strap"
U+7E46,繆,móu,,缪,"wind around, bind; prepare"
U+7E54,織,zhī,,织,"weave, knit; organize, unite"
U+7E55,繕,shàn,,缮,"repair, mend; rewrite, transcribe"
U+7E5A,繚,liáo,,缭,"wind round, rap around, bind"
U+7E5E,繞,rào,,绕,entwine; wind around; surround
U+7E61,繡,xiù,,"绣,𰬩",embroider; embroidery; ornament
U+7E69,繩,shéng,,绳,"rope, string, cord; measure, restrain"
U+7E6A,繪,huì,,绘,"draw, sketch, paint"
U+7E6B,繫,xì,,系,"attach, connect, unite, fasten"
U+7E6D,繭,jiǎn,,茧,"cocoon; callus, blister"
U+7E73,繳,jiǎo,,缴,"deliver, submit; hand over"
U+7E79,繹,yì,,绎,"to unravel or unreel silk; to interpret, explain"
U+7E7C,繼,jì,,继,"continue, maintain, carry on"
U+7E7D,繽,bīn,,缤,"flourishing, thriving, abundant"
U+7E82,纂,zuǎn,,,"edit, compile; topknot, chignon"
U+7E8C,續,xù,,续,"continue, carry on; succeed"
U+7E8D,纍,léi,,累,"bind, wind about; link, join"
U+7E8F,纏,chán,,缠,"wrap, wind around; tie, bind"
U+7E93,纓,yīng,,缨,"a chin strap, tassel; to annoy, bother"
U+7E96,纖,xiān,,纤,"fine, delicate; minute; graceful"
U+7E9C,纜,lǎn,,缆,"hawser, heavy-duty rope, cable"
U+7EA0,纠,jiū,糾,,"investigate, inspect"
U+7EA1,纡,yū,紆,,"bend, turn, twist; distort"
U+7EA2,红,hóng,紅,,"red, vermillion; blush, flush"
U+7EA4,纤,xiān,"縴,纖",,"fine, delicate; minute; graceful"
U+7EA6,约,yuē,約,,"treaty, agreement, covenant"
U+7EA7,级,jí,級,,"level, rank, class; grade"
U+7EAA,纪,jì,紀,,"record, annal, historical account"
U+7EAC,纬,wěi,緯,,woof; parallels of latitude
U+7EAD,纭,yún,紜,,"confused, in disorder; numerous"
U+7EAE,纮,hóng,紘,,"string; vast, expansive"
U+7EAF,纯,chún,純,,"pure, clean, simple"
U+7EB1,纱,shā,紗,,"gauze, thin silk; yarn, thread"
U+7EB2,纲,gāng,綱,,"heavy rope, hawser; main points"
U+7EB3,纳,nà,納,,"admit, take, receive, accept"
U+7EB5,纵,zòng,縱,,"indulge in, give free reign to"
U+7EB6,纶,lún,綸,,green silk thread or tassel
U+7EB7,纷,fēn,紛,,"in disorder, scattered, tangled"
U+7EB8,纸,zhǐ,紙,,paper
U+7EB9,纹,wén,紋,,"line, streak, stripe; wrinkle"
U+7EBA,纺,fǎng,紡,,"spin, reel, weave; reeled pongee"
U+7EBD,纽,niǔ,紐,,"knot; button; handle, knob; tie"
U+7EBE,纾,shū,紓,,"loosen, relax, relieve; extricate"
U+7EBF,线,xiàn,"綫,線",,"line, thread, wire; clue"
U+7EC3,练,liàn,練,,"to practice, drill, exercise, train"
U+7EC4,组,zǔ,組,,"class; section, department"
U+7EC6,细,xì,細,,"fine, tiny; slender, thin"
U+7EC7,织,zhī,織,,"weave, knit; organize, unite"
U+7EC8,终,zhōng,終,,"end; finally, in the end"
U+7ECA,绊,bàn,絆,,"loop, catch; fetter, shackle"
U+7ECC,绌,chù,絀,,"sew, stitch; insufficient"
U+7ECD,绍,shào,紹,,"continue, carry on; join"
U+7ECE,绎,yì,繹,,to unravel or unreel silk; to interpret
U+7ECF,经,jīng,經,,classic works; pass through
U+7ED1,绑,bǎng,綁,,"bind, tie, fasten"
U+7ED2,绒,róng,絨,,"silk, cotton, or woolen fabric"
U+7ED3,结,jié,結,,"knot, tie; join, connect"
U+7ED5,绕,rào,繞,,entwine; wind around; surround
U+7ED8,绘,huì,繪,,"draw, sketch, paint"
U+7ED9,给,gěi,給,,"give; by, for"
U+7EDA,绚,xuàn,絢,,"variegated, adorned; brilliant"
U+7EDB,绛,jiàng,絳,,deep red; river in Shanxi province
U+7EDC,络,luò,絡,,"enmesh, wrap around; web, net"
U+7EDD,绝,jué,"絕,絶",,"to cut, sever, break off, terminate"
U+7EDE,绞,jiǎo,絞,,"twist, wring; intertwine; winch"
U+7EDF,统,tǒng,統,,"govern, command, control; unite"
U+7EE2,绢,juàn,絹,,kind of thick stiff silk
U+7EE3,绣,xiù,"綉,繡",,embroider; embroidery; ornament
U+7EE5,绥,suí,綏,,"soothe, appease, pacify"
U+7EE6,绦,tāo,"絛,縧",,"silk cord, ribbon"
U+7EE7,继,jì,繼,,"continue, maintain, carry on"
U+7EE9,绩,jì,績,,spin; achievements
U+7EEA,绪,xù,緒,,"end of thread; thread, clue"
U+7EEB,绫,líng,綾,,"thin silk, damask silk"
U+7EED,续,xù,續,,"continue, carry on; succeed"
U+7EEE,绮,qǐ,綺,,"fine thin silk; elegant, beautiful"
U+7EEF,绯,fēi,緋,,"scarlet, dark red, crimson; purple"
U+7EF0,绰,chuò,綽,,"graceful, delicate; spacious"
U+7EF3,绳,shéng,繩,,"rope, string, cord; control"
U+7EF4,维,wéi,維,,"maintain, preserve, safeguard"
U+7EF5,绵,mián,綿,,"cotton wad; wool; soft, downy"
U+7EF6,绶,shòu,綬,,silk ribbon attached as a seal
U+7EF7,绷,bēng,"綳,繃",,"bind, draw firmly, strap"
U+7EF8,绸,chóu,綢,,"silk cloth, satin damask"
U+7EFB,绻,quǎn,綣,,"affectionate, solicitous"
U+7EFC,综,zōng,綜,,arrange threads for weaving
U+7EFD,绽,zhàn,綻,,"ripped seam, rend, crack"
U+7EFF,绿,lǜ,"綠,緑",,green; chlorine
U+7F00,缀,zhuì,綴,,"patch together, link, connect"
U+7F04,缄,jiān,緘,,"seal, close; bind; letter"
U+7F05,缅,miǎn,緬,,"distant, remote; think of"
U+7F06,缆,lǎn,纜,,"hawser, heavy-duty rope, cable"
U+7F07,缇,tí,緹,,"reddish color, red, brown"
U+7F08,缈,miǎo,緲,,"indistinct, dim; minute; distant"
U+7F09,缉,jī,緝,,to sew in close stitches
U+7F0E,缎,duàn,緞,,satin
U+7F13,缓,huǎn,緩,,"slow, leisurely; to postpone, delay"
U+7F14,缔,dì,締,,"tie, join, connect; connection"
U+7F15,缕,lǚ,縷,,"thread; detailed, precise"
U+7F16,编,biān,編,,"knit, weave; arrange; compile"
U+7F18,缘,yuán,緣,,"hem, margin; reason, cause; fate"
U+7F1A,缚,fù,縛,,to tie
U+7F1B,缛,rù,縟,,"decorative, adorned, elegant"
U+7F1D,缝,fèng,縫,,"sew, mend"
U+7F20,缠,chán,纏,,"wrap, wind around; tie, bind"
U+7F23,缣,jiān,縑,,fine silk
U+7F24,缤,bīn,繽,,"flourishing, thriving, abundant"
U+7F25,缥,piāo,縹,,light blue silk; dim; misty
U+7F26,缦,màn,縵,,"plain silk; simple, plain"
U+7F28,缨,yīng,纓,,"a chin strap; tassel; to annoy, bother"
U+7F29,缩,suō,縮,,"contract, draw in, reduce"
U+7F2A,缪,móu,繆,,"wind around, bind; prepare"
U+7F2C,缬,xié,纈,,patterned silk; tie knot
U+7F2D,缭,liáo,繚,,"wind round, rap around, bind"
U+7F2E,缮,shàn,繕,,"repair, mend; rewrite, transcribe"
U+7F30,缰,jiāng,"繮,韁",,"reins, bridle"
U+7F31,缱,qiǎn,繾,,"attached to, inseparable; entangled"
U+7F34,缴,jiǎo,繳,,"deliver, submit; hand over"
U+7F38,缸,gāng,,,"earthenware jug, crock; cistern"
U+7F3A,缺,quē,,,"be short of, lack; gap, deficit"
U+7F3D,缽,bō,,钵,earthenware basin; alms bowl
U+7F42,罂,yīng,罌,,long necked jar or bottle
U+7F44,罄,qìng,,,"exhaust, run out, use up; empty"
U+7F48,罈,tán,,坛,"an earthenware jar, a jug"
U+7F4D,罍,léi,,,large earthenware wine jar
U+7F50,罐,guàn,,,"jar, jug, pitcher, pot"
U+7F51,网,wǎng,"網,网",网,net; network; Kangxi radical 122
U+7F54,罔,wǎng,,,net; deceive; libel; negative
U+7F55,罕,hǎn,,,"rare, scarce; surname"
U+7F57,罗,luó,"罗,羅",罗,net for catching birds; gauze
U+7F5A,罚,fá,罰,,"penalty, fine; punish, penalize"
U+7F61,罡,gāng,,,"the stars making up the handle of the Big Dipper (Alkaid, Mizar, and Alioth)"
U+7F62,罢,bà,"罢,罷",罢,"cease, finish, stop; give up"
U+7F69,罩,zhào,,,basket for catching fish; cover
U+7F6A,罪,zuì,,,"crime, sin, vice; evil; hardship"
U+7F6E,置,zhì,,,"place, lay out; set aside"
U+7F70,罰,fá,,罚,"penalty, fine; punish, penalize"
U+7F72,署,shǔ,,,public office
U+7F75,罵,mà,,骂,"accuse, blame, curse, scold"
U+7F77,罷,bà,,罢,"cease, finish, stop; give up"
U+7F79,罹,lí,,,"sorrow, grief; incur, meet with"
U+7F7D,罽,jì,,,a kind of woolen fabric
U+7F81,羁,jī,羈,,"halter; restrain, hold, control"
U+7F85,羅,luó,,罗,net for catching birds; gauze
U+7F88,羈,jī,,羁,"halter; restrain, hold, control"
U+7F8A,羊,yáng,,,"sheep, goat; Kangxi radical 123"
U+7F8C,羌,qiāng,,,Qiang nationality; surname
U+7F8E,美,měi,,,"beautiful, pretty; pleasing"
U+7F94,羔,gāo,,,"lamb, kid"
U+7F9A,羚,líng,,,species of antelope
U+7F9E,羞,xiū,,,"disgrace, shame; ashamed; shy"
U+7FA1,羡,xiàn,,,"envy, admire; praise; covet"
U+7FA4,群,qún,,,"group, crowd, multitude, mob"
U+7FA8,羨,xiàn,,,"envy, admire; praise; covet"
U+7FA9,義,yì,,义,"right conduct, righteousness"
U+7FAF,羯,jié,,,"wether, castrated ram; deer skin"
U+7FB2,羲,xī,,,surname
U+7FB9,羹,gēng,,,"soup, broth"
U+7FBD,羽,yǔ,,,"feather, plume; wings; Kangxi radical 124"
U+7FBF,羿,yì,,,legendary archer
U+7FC1,翁,wēng,,,"old man; father, father-in-law"
U+7FC3,翃,hóng,,,fly
U+7FC5,翅,chì,,,wings; fin
U+7FCA,翊,yì,,,"flying; assist, help; respect"
U+7FCE,翎,líng,,,feather; plume; wing
U+7FD2,習,xí,,习,practice; flapping wings
U+7FD4,翔,xiáng,,,"soar, glide, hover; detailed"
U+7FD8,翘,qiào,翹,,"turn up, lift, elevate, raise"
U+7FDF,翟,dí,,,surname; a kind of pheasant; plumes
U+7FE0,翠,cuì,,,color green; kingfisher
U+7FE1,翡,fěi,,,"kingfisher; emerald, jade"
U+7FE9,翩,piān,,,"fly, flutter"
U+7FF0,翰,hàn,,,"writing brush, pen, pencil"
U+7FF1,翱,áo,,,"soar, roam"
U+7FF9,翹,qiào,,翘,"turn up, lift, elevate, raise"
U+7FFB,翻,fān,,,"flip over, upset, capsize"
U+7FFC,翼,yì,,,"wings; fins on fish; shelter; 27th lunar mansion, determinative star α Crateris (Alkes)"
U+7FFE,翾,xuān,,,fly; to flit
U+8000,耀,yào,,,"shine, sparkle, dazzle; glory"
U+8001,老,lǎo,,,"old, aged; experienced; Kangxi radical 125"
U+8003,考,kǎo,,,"examine, test; investigate"
U+8004,耄,mào,,,"elderly person; very old, senile"
U+8005,者,zhě,,,that which; he who; those who
U+8006,耆,qí,,,"man of sixty; aged, old"
U+800B,耋,dié,,,aged; in one's eighties
U+800C,而,ér,,,and; and then; and yet; but; Kangxi radical 126
U+800D,耍,shuǎ,,,"frolic, play, amuse, play with"
U+8010,耐,nài,,,"endure, bear; resist; patient"
U+8015,耕,gēng,,,"plow, cultivate"
U+8017,耗,hào,,,"consume, use up; waste, squander"
U+8018,耘,yún,,,weed
U+8019,耙,bà pá,,,rake
U+8026,耦,ǒu,,,plow side by side; team of two
U+8033,耳,ěr,,,"ear; merely, only; handle; Kangxi radical 128"
U+8036,耶,yé,,,used in transliteration
U+8038,耸,sǒng,聳,,"urge on; rise up; stir, excite"
U+803B,耻,chǐ,"恥,耻",耻,"shame, humiliation; ashamed"
U+803D,耽,dān,,,indulge in; be negligent
U+803F,耿,gěng,,,"bright, shining; have guts"
U+8042,聂,niè,聶,,whisper; surname
U+8046,聆,líng,,,"listen, hear"
U+804A,聊,liáo,,,"somewhat, slightly, at least"
U+804B,聋,lóng,聾,,deaf
U+804C,职,zhí,"职,職",职,"duty, profession; office, post"
U+8054,联,lián,"联,聯",联,"connect, join; associate, ally"
U+8056,聖,shèng,,圣,"holy, sacred; sage, saint"
U+8058,聘,pìn,,,"engage, employ; betroth"
U+805A,聚,jù,,,"assemble, meet together, collect"
U+805E,聞,wén,,闻,hear; smell; make known; news
U+806A,聪,cōng,聰,,"intelligent, clever, bright"
U+806F,聯,lián,,联,"connect, join; associate, ally"
U+8070,聰,cōng,,聪,"intelligent, clever, bright"
U+8072,聲,shēng,,声,"sound, voice, noise; tone; music"
U+8073,聳,sǒng,,耸,"urge on; rise up; stir, excite; to raise up; lofty"
U+8076,聶,niè,,聂,whisper; surname
U+8077,職,zhí,,职,"duty, profession; office, post"
U+8079,聹,níng,,聍,earwax
U+807D,聽,tīng,,听,"hear, listen; understand; obey"
U+807F,聿,yù,,,"writing brush, pencil; thereupon; Kangxi radical 129"
U+8083,肃,sù,肅,,pay respects; reverently
U+8085,肅,sù,,肃,pay respects; reverently
U+8086,肆,sì,,,"indulge; excess; numeral four; particle meaning now, therefore; shop"
U+8087,肇,zhào,,,"begin, commence, originate"
U+8089,肉,ròu,,,flesh; meat; Kangxi radical 130
U+808B,肋,lèi lè,,,ribs; chest
U+808C,肌,jī,,,muscle tissue; meat on bones
U+8096,肖,xiào,,,"look like, resemble, be like"
U+8098,肘,zhǒu,,,the elbow; help a person shoulder a load
U+809A,肚,dù,,,belly; abdomen; bowels
U+809B,肛,gāng,,,anus
U+809D,肝,gān,,,liver
U+80A0,肠,cháng,腸,,intestines; emotions; sausage
U+80A1,股,gǔ,,,"thighs, haunches, rump; share"
U+80A2,肢,zhī,,,human limbs; animal feet
U+80A4,肤,fū,膚,,"skin; superficial, shallow"
U+80A5,肥,féi,,,"fat, plump, obese; fertile"
U+80A9,肩,jiān,,,shoulders; to shoulder; bear
U+80AA,肪,fáng,,,animal fat
U+80AE,肮,āng,"肮,骯",肮,dirty
U+80AF,肯,kěn,,,"willing; consent to, permit"
U+80B2,育,yù,,,"produce, give birth to; educate"
U+80B4,肴,yáo,"肴,餚",肴,cooked or prepared meat
U+80BA,肺,fèi,,,lungs
U+80BD,肽,tài,,,peptide
U+80BE,肾,shèn,腎,,"kidneys; testes, gizzard"
U+80BF,肿,zhǒng,腫,,swell; swollen; swelling
U+80C0,胀,zhàng,脹,,"swell, inflate, expand"
U+80C1,胁,xié,脅,,"ribs, armpits; flank; threaten"
U+80C3,胃,wèi,,,"stomach; gizzard of fowl; 17th lunar mansion, determinative star 35 Arietis"
U+80C6,胆,dǎn,"胆,膽",胆,"gall bladder; bravery, courage"
U+80CC,背,bèi,,,back; back side; behind; betray
U+80CE,胎,tāi,,,"unborn child, embryo, fetus"
U+80D6,胖,pàng,,,"fat, obese; fatty"
U+80D7,胗,zhēn,,,gizzard
U+80DA,胚,pēi,,,embryo; unfinished things
U+80DB,胛,jiǎ,,,"the shoulder, shoulder blade"
U+80DC,胜,shèng,"勝,胜",胜,"victory; excel, be better than"
U+80DE,胞,bāo,,,"womb, placenta, fetal membrane"
U+80E1,胡,hú,"胡,衚,鬍",胡,"recklessly, foolishly; wildly"
U+80E4,胤,yìn,,,"heir, successor; progeny, posterity"
U+80E7,胧,lóng,朧,,condition or appearance of moon
U+80EA,胪,lú,臚,,arrange in order; display
U+80F0,胰,yí,,,pancreas; soap
U+80F1,胱,guāng,,,bladder
U+80F3,胳,gē,,,"armpit, arms"
U+80F4,胴,dòng,,,the large intestine; the body
U+80F6,胶,jiāo,膠,,"glue, gum, resin, rubber; sound; shin bone"
U+80F8,胸,xiōng,,,"breast, bosom, chest; thorax"
U+80FA,胺,àn,,,amine
U+80FD,能,néng,,,"to be able; can, permitted to; ability"
U+8102,脂,zhī,,,"fat, grease, lard; grease"
U+8105,脅,xié,,胁,ribs; armpits; flank; threaten
U+8106,脆,cuì,,,"crisp; fragile, frail; brittle"
U+8107,脇,xié,,,"ribs, armpits; flank; threaten"
U+8108,脈,mài,,脉,"blood vessels, veins, arteries"
U+8109,脉,mài,"脈,脉",脉,"blood vessels, veins, arteries"
U+810A,脊,jǐ,,,"spine, backbone; ridge"
U+810D,脍,kuài,"脍,膾",脍,minced meat or fish
U+810F,脏,zàng,"臟,髒",,"internal organs, viscera; dirty"
U+8110,脐,qí,臍,,abdominal area of crab; navel
U+8111,脑,nǎo,腦,,brain
U+8113,脓,nóng,膿,,pus
U+8116,脖,bó,,,neck
U+811A,脚,jiǎo,"脚,腳",脚,"leg, foot; base, leg, foundation"
U+811E,脞,cuǒ,,,minced meat; trifles
U+8129,脩,xiū,,,dried meat (used as teachers payment in ancient times)
U+812B,脫,tuō,,脱,"take off, peel off, strip"
U+812F,脯,pú,,,dried meat; preserved fruits
U+8131,脱,tuō,脫,,take off
U+8133,脳,nǎo,,,brain
U+8137,脷,lì,,,(Cant.) tongue
U+8138,脸,liǎn,臉,,face; cheek; reputation
U+8139,脹,zhàng,,胀,"swell, inflate, expand"
U+813E,脾,pí,,,"spleen, pancreas; disposition"
U+8146,腆,tiǎn,,,prosperous; good; protruding
U+8148,腈,jīng,,,nitrile
U+814A,腊,là,"腊,臘",腊,year-end sacrifice; dried meat
U+814B,腋,yè,,,armpit
U+814C,腌,yān,,,"salt, pickle; be dirty"
U+814E,腎,shèn,,肾,"kidneys; testes, gizzard"
U+8150,腐,fǔ,,,"rot, decay, spoil; rotten"
U+8154,腔,qiāng,,,chest cavity; hollow in body
U+8155,腕,wàn,,,wrist
U+8165,腥,xīng,,,"raw meat; rank, strong-smelling"
U+8166,腦,nǎo,,脑,brain
U+8169,腩,nǎn,,,(Cant.) fatty meat on a cow's belly; abdomen; to boil meat
U+816E,腮,sāi,,,lower part of face; jaw; gills of a fish
U+8170,腰,yāo,,,waist; kidney
U+8171,腱,jiàn,,,tendons
U+8173,腳,jiǎo,,脚,"foot; base, leg, foundation"
U+8178,腸,cháng,,肠,intestines; emotions; sausage
U+8179,腹,fù,,,"stomach, belly, abdomen; inside"
U+817A,腺,xiàn,,,gland
U+817B,腻,nì,膩,,"greasy, oily, dirty; smooth"
U+817C,腼,miǎn,腼,腼,modest
U+817E,腾,téng,騰,,fly; gallop; run; prance; rise
U+817F,腿,tuǐ,,,"legs, thighs"
U+8180,膀,bǎng,,,upper arm; shoulder; wing
U+818A,膊,bó,,,"shoulders, upper arms"
U+818F,膏,gāo,,,"grease, fat; paste, ointment"
U+8198,膘,biāo,,,fat; rump
U+819A,膚,fū,,肤,"skin; superficial, shallow"
U+819B,膛,táng,,,"chest; hollow space, cavity"
U+819C,膜,mó,,,membrane; to kneel and worship
U+819D,膝,xī,,,knee
U+81A0,膠,jiāo,,胶,"glue, gum, resin, rubber"
U+81A6,膦,lìn,,,organophosphine
U+81A8,膨,péng,,,"to swell; swollen, bloated, inflated"
U+81A9,膩,nì,,腻,"greasy, oily, dirty; smooth"
U+81B3,膳,shàn,,,"meals, provisions, board"
U+81BA,膺,yīng,,,"breast, chest; undertake, bear"
U+81BB,膻,shān,,,a rank odor; a technical term from Chinese medicine for the center of the chest
U+81BD,膽,dǎn,,胆,"gall bladder; bravery, courage"
U+81BE,膾,kuài,,脍,minced meat or fish
U+81BF,膿,nóng,,脓,pus
U+81C0,臀,tún,,,buttocks
U+81C2,臂,bì,,,arm
U+81C3,臃,yōng,,,swell up; swelling; fat
U+81C6,臆,yì,,,"chest, breast, bosom; thought"
U+81C9,臉,liǎn,,脸,face; cheek; reputation
U+81CA,臊,sāo,,,"rancid; rank, fetid; bashful"
U+81CD,臍,qí,,脐,abdominal area of crab; navel
U+81D8,臘,là,,腊,year-end sacrifice; dried meat
U+81DA,臚,lú,,胪,arrange in order; display
U+81DF,臟,zàng,,脏,"internal organs, viscera"
U+81E3,臣,chén,,,"minister, statesman, official; Kangxi radical 131"
U+81E5,臥,wò,,,lie down; crouch
U+81E8,臨,lín,,临,"draw near, approach; descend; hexagram ䷒"
U+81EA,自,zì,,,"self, private, personal; from; Kangxi radical 132"
U+81ED,臭,chòu,,,"smell, stink, emit foul odor"
U+81F3,至,zhì,,,"reach, arrive; extremely, very; Kangxi radical 133"
U+81F4,致,zhì,"緻,致",致,"send, deliver, present; cause"
U+81FA,臺,tái,,台,"tower, lookout; stage, platform"
U+81FB,臻,zhēn,,,"reach, arrive; utmost, superior"
U+81FC,臼,jiù,,,mortar; bone joint socket; Kangzi radical 134
U+8200,舀,yǎo,,,"dip, ladle; ladle"
U+8202,舂,chōng,,,grind in mortar
U+8205,舅,jiù,,,"mother's brother, uncle"
U+8206,舆,yú,輿,,"cart, palanquin, sedan chair"
U+8207,與,yǔ,,与,"and; with; to; for; give, grant"
U+8208,興,xìng,,兴,"thrive, prosper, flourish"
U+8209,舉,jǔ,,举,"raise, lift up; recommend"
U+820A,舊,jiù,,旧,"old, ancient; former, past"
U+820C,舌,shé,,,tongue; clapper of bell; Kangxi radical 135
U+820D,舍,shě shè,"捨,舍",舍,"house, dwelling; dwell, reside"
U+8212,舒,shū,,,"open up, unfold, stretch out; comfortable, easy"
U+8214,舔,tiǎn,,,lick with tongue; taste
U+8216,舖,pù,,,"store, shop"
U+821C,舜,shùn,,,"legendary ruler, last of the Five Emperors"
